symbol,company_name
ICRA,ICRA
IDBI,IDBI
IDEA,IDEA
IDEAFORGE,IDEAFORGE
IDFCFIRSTB,IDFCFIRSTB
IDFNIFTYET,IDFNIFTYET
IEX,IEX
IFBAGRO,IFBAGRO
IFBIND,IFBIND
IFCI,IFCI
IFGLEXPOR,IFGLEXPOR
IGARASHI,IGARASHI
IGCL,IGCL
IGIL,IGIL
IGL,IGL
IGPL,IGPL
IIFL,IIFL
IIFLCAPS,IIFLCAPS
IITL,IITL
IKIO,IKIO
IKS,IKS
IMAGICAA,IMAGICAA
IMFA,IMFA
IMPAL,IMPAL
INCREDIBLE,INCREDIBLE
INDBANK,INDBANK
INDGN,INDGN
INDHOTEL,INDHOTEL
INDIACEM,INDIACEM
INDIAGLYCO,INDIAGLYCO
INDIAMART,INDIAMART
INDIANB,INDIANB
INDIANCARD,INDIANCARD
INDIANHUME,INDIANHUME
INDIASHLTR,INDIASHLTR
INDIGO,INDIGO
INDIGOPNTS,INDIGOPNTS
INDIQUBE,INDIQUBE
INDNIPPON,INDNIPPON
INDOAMIN,INDOAMIN
INDOBORAX,INDOBORAX
INDOCO,INDOCO
INDOFARM,INDOFARM
INDORAMA,INDORAMA
INDOSTAR,INDOSTAR
INDOTECH,INDOTECH
INDOTHAI,INDOTHAI
INDOUS,INDOUS
INDOWIND,INDOWIND
INDRAMEDCO,INDRAMEDCO
INDSWFTLAB,INDSWFTLAB
INDTERRAIN,INDTERRAIN
INDUSINDBK,INDUSINDBK
INDUSTOWER,INDUSTOWER
INFIBEAM,INFIBEAM
INFOBEAN,INFOBEAN
INFOMEDIA,INFOMEDIA
INFRABEES,INFRABEES
INFRAIETF,INFRAIETF
INFY,INFY
INGERRAND,INGERRAND
INNOVACAP,INNOVACAP
INNOVANA,INNOVANA
INOXGREEN,INOXGREEN
INOXINDIA,INOXINDIA
INOXWIND,INOXWIND
INSECTICID,INSECTICID
INSPIRISYS,INSPIRISYS
INTELLECT,INTELLECT
INTENTECH,INTENTECH
INTERARCH,INTERARCH
INTERNET,INTERNET
INTLCONV,INTLCONV
INVENTURE,INVENTURE
IOB,IOB
IOC,IOC
IOLCP,IOLCP
IONEXCHANG,IONEXCHANG
IPCALAB,IPCALAB
IPL,IPL
IRB,IRB
IRCON,IRCON
IRCTC,IRCTC
IREDA,IREDA
IRFC,IRFC
IRIS,IRIS
IRISDOREME,IRISDOREME
IRMENERGY,IRMENERGY
ISFT,ISFT
ISGEC,ISGEC
ISHANCH,ISHANCH
IT,IT
ITADD,ITADD
ITBEES,ITBEES
ITBETA,ITBETA
ITC,ITC
ITCHOTELS,ITCHOTELS
ITDC,ITDC
ITETF,ITETF
ITI,ITI
ITIETF,ITIETF
IVALUE,IVALUE
IVC,IVC
IVP,IVP
IVZINGOLD,IVZINGOLD
IVZINNIFTY,IVZINNIFTY
IXIGO,IXIGO
IZMO,IZMO
J&KBANK,J&KBANK
JAGRAN,JAGRAN
JAGSNPHARM,JAGSNPHARM
JAIBALAJI,JAIBALAJI
JAICORPLTD,JAICORPLTD
JAINREC,JAINREC
JAIPURKURT,JAIPURKURT
JAMNAAUTO,JAMNAAUTO
JARO,JARO
JASH,JASH
JAYAGROGN,JAYAGROGN
JAYBARMARU,JAYBARMARU
JAYKAY,JAYKAY
JAYNECOIND,JAYNECOIND
JAYSREETEA,JAYSREETEA
JBCHEPHARM,JBCHEPHARM
JBMA,JBMA
JGCHEM,JGCHEM
JHS,JHS
JINDALPHOT,JINDALPHOT
JINDALPOLY,JINDALPOLY
JINDALSAW,JINDALSAW
JINDALSTEL,JINDALSTEL
JINDRILL,JINDRILL
JINDWORLD,JINDWORLD
JIOFIN,JIOFIN
JISLDVREQS,JISLDVREQS
JISLJALEQS,JISLJALEQS
JITFINFRA,JITFINFRA
JKCEMENT,JKCEMENT
JKIL,JKIL
JKIPL,JKIPL
JKLAKSHMI,JKLAKSHMI
JKPAPER,JKPAPER
JKTYRE,JKTYRE
JLHL,JLHL
JMA,JMA
JMFINANCIL,JMFINANCIL
JNKINDIA,JNKINDIA
JOCIL,JOCIL
JPOLYINVST,JPOLYINVST
JPPOWER,JPPOWER
JSFB,JSFB
JSL,JSL
JSLL,JSLL
JSWCEMENT,JSWCEMENT
JSWENERGY,JSWENERGY
JSWHL,JSWHL
JSWINFRA,JSWINFRA
JSWSTEEL,JSWSTEEL
JTEKTINDIA,JTEKTINDIA
JTLIND,JTLIND
JUBLCPL,JUBLCPL
JUBLFOOD,JUBLFOOD
JUBLINGREA,JUBLINGREA
JUBLPHARMA,JUBLPHARMA
JUNIORBEES,JUNIORBEES
JUNIPER,JUNIPER
JUSTDIAL,JUSTDIAL
JWL,JWL
JYOTHYLAB,JYOTHYLAB
JYOTICNC,JYOTICNC
JYOTISTRUC,JYOTISTRUC
KABRAEXTRU,KABRAEXTRU
KAJARIACER,KAJARIACER
KAKATCEM,KAKATCEM
KALAMANDIR,KALAMANDIR
KALPATARU,KALPATARU
KALYANIFRG,KALYANIFRG
KALYANKJIL,KALYANKJIL
KAMATHOTEL,KAMATHOTEL
KAMDHENU,KAMDHENU
KAMOPAINTS,KAMOPAINTS
KANANIIND,KANANIIND
KANORICHEM,KANORICHEM
KANPRPLA,KANPRPLA
KANSAINER,KANSAINER
KARMAENG,KARMAENG
KARURVYSYA,KARURVYSYA
KAUSHALYA,KAUSHALYA
KAVDEFENCE,KAVDEFENCE
KAYA,KAYA
KAYNES,KAYNES
KCP,KCP
KCPSUGIND,KCPSUGIND
KDDL,KDDL
KEC,KEC
KECL,KECL
KEEPLEARN,KEEPLEARN
KEI,KEI
KELLTONTEC,KELLTONTEC
KERNEX,KERNEX
KEYFINSERV,KEYFINSERV
KFINTECH,KFINTECH
KHADIM,KHADIM
KHAICHEM,KHAICHEM
KHAITANLTD,KHAITANLTD
KHANDSE,KHANDSE
KICL,KICL
KILITCH,KILITCH
KIMS,KIMS
KINGFA,KINGFA
KIOCL,KIOCL
KIRIINDUS,KIRIINDUS
KIRLOSBROS,KIRLOSBROS
KIRLOSENG,KIRLOSENG
KIRLOSIND,KIRLOSIND
KIRLPNU,KIRLPNU
KITEX,KITEX
KKCL,KKCL
KMEW,KMEW
KMSUGAR,KMSUGAR
KNAGRI,KNAGRI
KNRCON,KNRCON
KOHINOOR,KOHINOOR
KOKUYOCMLN,KOKUYOCMLN
KOLTEPATIL,KOLTEPATIL
KOPRAN,KOPRAN
KOTAKBANK,KOTAKBANK
KOTARISUG,KOTARISUG
KOTHARIPET,KOTHARIPET
KOTHARIPRO,KOTHARIPRO
KPEL,KPEL
KPIGREEN,KPIGREEN
KPIL,KPIL
KPITTECH,KPITTECH
KPRMILL,KPRMILL
KRBL,KRBL
KREBSBIO,KREBSBIO
KRIDHANINF,KRIDHANINF
KRISHANA,KRISHANA
KRISHIVAL,KRISHIVAL
KRISHNADEF,KRISHNADEF
KRITI,KRITI
KRITIKA,KRITIKA
KRITINUT,KRITINUT
KRN,KRN
KRONOX,KRONOX
KROSS,KROSS
KRSNAA,KRSNAA
KRYSTAL,KRYSTAL
KSB,KSB
KSCL,KSCL
KSHINTL,KSHINTL
KSHITIJPOL,KSHITIJPOL
KSL,KSL
KSOLVES,KSOLVES
KTKBANK,KTKBANK
KUANTUM,KUANTUM
LAGNAM,LAGNAM
LAL,LAL
LALPATHLAB,LALPATHLAB
LAMBODHARA,LAMBODHARA
LANDMARK,LANDMARK
LAOPALA,LAOPALA
LASA,LASA
LATENTVIEW,LATENTVIEW
LAURUSLABS,LAURUSLABS
LAXMICOT,LAXMICOT
LAXMIDENTL,LAXMIDENTL
LAXMIINDIA,LAXMIINDIA
LEMERITE,LEMERITE
LEMONTREE,LEMONTREE
LENSKART,LENSKART
LEXUS,LEXUS
LFIC,LFIC
LGBBROSLTD,LGBBROSLTD
LGEINDIA,LGEINDIA
LGHL,LGHL
LIBAS,LIBAS
LIBERTSHOE,LIBERTSHOE
LICHSGFIN,LICHSGFIN
LICI,LICI
LICMFGOLD,LICMFGOLD
LICNETFGSC,LICNETFGSC
LICNETFN50,LICNETFN50
LICNETFSEN,LICNETFSEN
LICNFNHGP,LICNFNHGP
LICNMID100,LICNMID100
LIKHITHA,LIKHITHA
LINC,LINC
LINCOLN,LINCOLN
LINDEINDIA,LINDEINDIA
LIQGRWBEES,LIQGRWBEES
LIQUID,LIQUID
LIQUID1,LIQUID1
LIQUIDADD,LIQUIDADD
LIQUIDBEES,LIQUIDBEES
LIQUIDBETF,LIQUIDBETF
LIQUIDCASE,LIQUIDCASE
LIQUIDETF,LIQUIDETF
LIQUIDIETF,LIQUIDIETF
LIQUIDPLUS,LIQUIDPLUS
LIQUIDSBI,LIQUIDSBI
LIQUIDSHRI,LIQUIDSHRI
LLOYDSENGG,LLOYDSENGG
LLOYDSENT,LLOYDSENT
LLOYDSME,LLOYDSME
LMW,LMW
LODHA,LODHA
LOKESHMACH,LOKESHMACH
LORDSCHLO,LORDSCHLO
LOTUSDEV,LOTUSDEV
LOTUSEYE,LOTUSEYE
LOVABLE,LOVABLE
LOWVOL,LOWVOL
LOWVOL1,LOWVOL1
LOWVOLIETF,LOWVOLIETF
LOYALTEX,LOYALTEX
LPDC,LPDC
LT,LT
LTF,LTF
LTFOODS,LTFOODS
LTGILTBEES,LTGILTBEES
LTGILTCASE,LTGILTCASE
LTIM,LTIM
LTTS,LTTS
LUMAXIND,LUMAXIND
LUMAXTECH,LUMAXTECH
LUPIN,LUPIN
LUXIND,LUXIND
LXCHEM,LXCHEM
LYKALABS,LYKALABS
LYPSAGEMS,LYPSAGEMS
M&M,M&M
M&MFIN,M&MFIN
MACPOWER,MACPOWER
MADHAV,MADHAV
MADHUCON,MADHUCON
MADRASFERT,MADRASFERT
MAFANG,MAFANG
MAGADSUGAR,MAGADSUGAR
MAGNUM,MAGNUM
MAHABANK,MAHABANK
MAHAPEXLTD,MAHAPEXLTD
MAHEPC,MAHEPC
MAHESHWARI,MAHESHWARI
MAHKTECH,MAHKTECH
MAHLIFE,MAHLIFE
MAHLOG,MAHLOG
MAHSCOOTER,MAHSCOOTER
MAHSEAMLES,MAHSEAMLES
MAITHANALL,MAITHANALL
MAKEINDIA,MAKEINDIA
MALLCOM,MALLCOM
MALUPAPER,MALUPAPER
MAMATA,MAMATA
MANAKCOAT,MANAKCOAT
MANAKSIA,MANAKSIA
MANAKSTEEL,MANAKSTEEL
MANALIPETC,MANALIPETC
MANAPPURAM,MANAPPURAM
MANBA,MANBA
MANCREDIT,MANCREDIT
MANGLMCEM,MANGLMCEM
MANINDS,MANINDS
MANINFRA,MANINFRA
MANKIND,MANKIND
MANORAMA,MANORAMA
MANORG,MANORG
MANUFGBEES,MANUFGBEES
MANUGRAPH,MANUGRAPH
MANYAVAR,MANYAVAR
MAPMYINDIA,MAPMYINDIA
MARALOVER,MARALOVER
MARATHON,MARATHON
MARICO,MARICO
MARINE,MARINE
MARKOLINES,MARKOLINES
MARKSANS,MARKSANS
MARUTI,MARUTI
MASFIN,MASFIN
MASKINVEST,MASKINVEST
MASPTOP50,MASPTOP50
MASTEK,MASTEK
MASTERTR,MASTERTR
MATRIMONY,MATRIMONY
MAWANASUG,MAWANASUG
MAXESTATES,MAXESTATES
MAXHEALTH,MAXHEALTH
MAXIND,MAXIND
MAYURUNIQ,MAYURUNIQ
MAZDA,MAZDA
MAZDOCK,MAZDOCK
MBAPL,MBAPL
MBEL,MBEL
MBLINFRA,MBLINFRA
MCLEODRUSS,MCLEODRUSS
MCLOUD,MCLOUD
MCX,MCX
MEDANTA,MEDANTA
MEDIASSIST,MEDIASSIST
MEDICAMEQ,MEDICAMEQ
MEDICO,MEDICO
MEDPLUS,MEDPLUS
MEESHO,MEESHO
MEIL,MEIL
MENONBE,MENONBE
METAL,METAL
METALIETF,METALIETF
METROBRAND,METROBRAND
METROPOLIS,METROPOLIS
MFML,MFML
MFSL,MFSL
MGEL,MGEL
MGL,MGL
MHLXMIRU,MHLXMIRU
MHRIL,MHRIL
MICEL,MICEL
MID150,MID150
MID150BEES,MID150BEES
MID150CASE,MID150CASE
MIDCAP,MIDCAP
MIDCAPADD,MIDCAPADD
MIDCAPBETA,MIDCAPBETA
MIDCAPETF,MIDCAPETF
MIDCAPIETF,MIDCAPIETF
MIDHANI,MIDHANI
MIDQ50ADD,MIDQ50ADD
MIDSELIETF,MIDSELIETF
MIDSMALL,MIDSMALL
MIDWESTLTD,MIDWESTLTD
MINDACORP,MINDACORP
MINDTECK,MINDTECK
MIRCELECTR,MIRCELECTR
MIRZAINT,MIRZAINT
MITCON,MITCON
MITTAL,MITTAL
MKPL,MKPL
MMFL,MMFL
MMP,MMP
MMTC,MMTC
MNC,MNC
MOALPHA50,MOALPHA50
MOBIKWIK,MOBIKWIK
MOCAPITAL,MOCAPITAL
MODEFENCE,MODEFENCE
MODINATUR,MODINATUR
MODIRUBBER,MODIRUBBER
MODIS,MODIS
MODISONLTD,MODISONLTD
MODTHREAD,MODTHREAD
MOENERGY,MOENERGY
MOGOLD,MOGOLD
MOGSEC,MOGSEC
MOHEALTH,MOHEALTH
MOHITIND,MOHITIND
MOIL,MOIL
MOINFRA,MOINFRA
MOIPO,MOIPO
MOKSH,MOKSH
MOL,MOL
MOLDTECH,MOLDTECH
MOLDTKPAC,MOLDTKPAC
MOLOWVOL,MOLOWVOL
MOM100,MOM100
MOM30IETF,MOM30IETF
MOM50,MOM50
MOMENTUM,MOMENTUM
MOMENTUM30,MOMENTUM30
MOMENTUM50,MOMENTUM50
MOMGF,MOMGF
MOMIDMTM,MOMIDMTM
MOMNC,MOMNC
MOMOMENTUM,MOMOMENTUM
MON100,MON100
MON50EQUAL,MON50EQUAL
MONARCH,MONARCH
MONEXT50,MONEXT50
MONEYBOXX,MONEYBOXX
MONIFTY100,MONIFTY100
MONIFTY500,MONIFTY500
MONQ50,MONQ50
MONTECARLO,MONTECARLO
MOPSE,MOPSE
MOQUALITY,MOQUALITY
MOREALTY,MOREALTY
MOREPENLAB,MOREPENLAB
MOSCHIP,MOSCHIP
MOSERVICE,MOSERVICE
MOSILVER,MOSILVER
MOSMALL250,MOSMALL250
MOTHERSON,MOTHERSON
MOTILALOFS,MOTILALOFS
MOTISONS,MOTISONS
MOTOGENFIN,MOTOGENFIN
MOTOUR,MOTOUR
MOVALUE,MOVALUE
MPHASIS,MPHASIS
MPSLTD,MPSLTD
MRF,MRF
MRPL,MRPL
MSCIADD,MSCIADD
MSCIINDIA,MSCIINDIA
MSPL,MSPL
MSTCLTD,MSTCLTD
MSUMI,MSUMI
MTARTECH,MTARTECH
MTNL,MTNL
MUFIN,MUFIN
MUFTI,MUFTI
MUKANDLTD,MUKANDLTD
MUKKA,MUKKA
MUKTAARTS,MUKTAARTS
MULTICAP,MULTICAP
MUNJALAU,MUNJALAU
MUNJALSHOW,MUNJALSHOW
MURUDCERA,MURUDCERA
MUTHOOTCAP,MUTHOOTCAP
MUTHOOTFIN,MUTHOOTFIN
MUTHOOTMF,MUTHOOTMF
MVGJL,MVGJL
MWL,MWL
NACLIND,NACLIND
NAGAFERT,NAGAFERT
NAGREEKCAP,NAGREEKCAP
NAGREEKEXP,NAGREEKEXP
NAHARCAP,NAHARCAP
NAHARINDUS,NAHARINDUS
NAHARPOLY,NAHARPOLY
NAHARSPING,NAHARSPING
NAM-INDIA,NAM-INDIA
NARMADA,NARMADA
NATCAPSUQ,NATCAPSUQ
NATCOPHARM,NATCOPHARM
NATHBIOGEN,NATHBIOGEN
NATIONALUM,NATIONALUM
NAUKRI,NAUKRI
NAVA,NAVA
NAVINFLUOR,NAVINFLUOR
NAVKARCORP,NAVKARCORP
NAVNETEDUL,NAVNETEDUL
NAZARA,NAZARA
NBCC,NBCC
NBIFIN,NBIFIN
NCC,NCC
NCLIND,NCLIND
NDGL,NDGL
NDL,NDL
NDLVENTURE,NDLVENTURE
NDRAUTO,NDRAUTO
NDTV,NDTV
NECCLTD,NECCLTD
NELCAST,NELCAST
NELCO,NELCO
NEOGEN,NEOGEN
NEPHROPLUS,NEPHROPLUS
NESCO,NESCO
NESTLEIND,NESTLEIND
NETF,NETF
NETWEB,NETWEB
NETWORK18,NETWORK18
NEULANDLAB,NEULANDLAB
NEWGEN,NEWGEN
NEXT30ADD,NEXT30ADD
NEXT50,NEXT50
NEXT50ADD,NEXT50ADD
NEXT50BETA,NEXT50BETA
NEXT50ETF,NEXT50ETF
NEXT50IETF,NEXT50IETF
NEXTMEDIA,NEXTMEDIA
NFL,NFL
NGIL,NGIL
NGLFINE,NGLFINE
NH,NH
NHPC,NHPC
NIACL,NIACL
NIBE,NIBE
NIBL,NIBL
NIF100BEES,NIF100BEES
NIF100IETF,NIF100IETF
NIFTY1,NIFTY1
NIFTY100EW,NIFTY100EW
NIFTYADD,NIFTYADD
NIFTYBEES,NIFTYBEES
NIFTYBETA,NIFTYBETA
NIFTYBETF,NIFTYBETF
NIFTYCASE,NIFTYCASE
NIFTYETF,NIFTYETF
NIFTYIETF,NIFTYIETF
NIFTYQLITY,NIFTYQLITY
NIITLTD,NIITLTD
NIITMTS,NIITMTS
NILAINFRA,NILAINFRA
NILASPACES,NILASPACES
NILKAMAL,NILKAMAL
NINSYS,NINSYS
NIPPOBATRY,NIPPOBATRY
NIRAJ,NIRAJ
NIRAJISPAT,NIRAJISPAT
NITCO,NITCO
NITINSPIN,NITINSPIN
NITIRAJ,NITIRAJ
NIVABUPA,NIVABUPA
NKIND,NKIND
NLCINDIA,NLCINDIA
NMDC,NMDC
NOCIL,NOCIL
NOIDATOLL,NOIDATOLL
NORTHARC,NORTHARC
NOVAAGRI,NOVAAGRI
NPBET,NPBET
NPST,NPST
NRAIL,NRAIL
NRBBEARING,NRBBEARING
NRL,NRL
NSIL,NSIL
NSLNISP,NSLNISP
NTPC,NTPC
NTPCGREEN,NTPCGREEN
NUCLEUS,NUCLEUS
NURECA,NURECA
NUVAMA,NUVAMA
NUVOCO,NUVOCO
NV20,NV20
NV20BEES,NV20BEES
NV20IETF,NV20IETF
NYKAA,NYKAA
OAL,OAL
OBCL,OBCL
OBEROIRLTY,OBEROIRLTY
OCCLLTD,OCCLLTD
ODIGMA,ODIGMA
OFSS,OFSS
OIL,OIL
OILCOUNTUB,OILCOUNTUB
OILIETF,OILIETF
OLAELEC,OLAELEC
OLECTRA,OLECTRA
OMAXAUTO,OMAXAUTO
OMAXE,OMAXE
OMFREIGHT,OMFREIGHT
OMINFRAL,OMINFRAL
ONEPOINT,ONEPOINT
ONESOURCE,ONESOURCE
ONGC,ONGC
ONMOBILE,ONMOBILE
ONWARDTEC,ONWARDTEC
OPTIEMUS,OPTIEMUS
ORBTEXP,ORBTEXP
ORCHASP,ORCHASP
ORCHPHARMA,ORCHPHARMA
ORIENTALTL,ORIENTALTL
ORIENTBELL,ORIENTBELL
ORIENTCEM,ORIENTCEM
ORIENTCER,ORIENTCER
ORIENTELEC,ORIENTELEC
ORIENTHOT,ORIENTHOT
ORIENTLTD,ORIENTLTD
ORIENTPPR,ORIENTPPR
ORIENTTECH,ORIENTTECH
ORISSAMINE,ORISSAMINE
ORKLAINDIA,ORKLAINDIA
OSIAHYPER,OSIAHYPER
OSWALAGRO,OSWALAGRO
OSWALGREEN,OSWALGREEN
OSWALPUMPS,OSWALPUMPS
OSWALSEEDS,OSWALSEEDS
PACEDIGITK,PACEDIGITK
PAGEIND,PAGEIND
PAISALO,PAISALO
PAKKA,PAKKA
PALASHSECU,PALASHSECU
PALREDTEC,PALREDTEC
PANACEABIO,PANACEABIO
PANACHE,PANACHE
PANAMAPET,PANAMAPET
PAR,PAR
PARACABLES,PARACABLES
PARADEEP,PARADEEP
PARAGMILK,PARAGMILK
PARAS,PARAS
PARASPETRO,PARASPETRO
PARKHOSPS,PARKHOSPS
PARKHOTELS,PARKHOTELS
PARSVNATH,PARSVNATH
PASHUPATI,PASHUPATI
PASUPTAC,PASUPTAC
PATANJALI,PATANJALI
PATELENG,PATELENG
PATELRMART,PATELRMART
PATINTLOG,PATINTLOG
PAUSHAKLTD,PAUSHAKLTD
PAVNAIND,PAVNAIND
PAYTM,PAYTM
PCBL,PCBL
PCJEWELLER,PCJEWELLER
PDMJEPAPER,PDMJEPAPER
PDSL,PDSL
PEARLPOLY,PEARLPOLY
PENIND,PENIND
PENINLAND,PENINLAND
PERSISTENT,PERSISTENT
PETRONET,PETRONET
PFC,PFC
PFIZER,PFIZER
PFOCUS,PFOCUS
PFS,PFS
PGEL,PGEL
PGHH,PGHH
PGHL,PGHL
PGIL,PGIL
PHARMABEES,PHARMABEES
PHOENIXLTD,PHOENIXLTD
PICCADIL,PICCADIL
PIDILITIND,PIDILITIND
PIGL,PIGL
PIIND,PIIND
PILANIINVS,PILANIINVS
PILITA,PILITA
PINELABS,PINELABS
PIONEEREMB,PIONEEREMB
PIRAMALFIN,PIRAMALFIN
PITTIENG,PITTIENG
PIXTRANS,PIXTRANS
PKTEA,PKTEA
PLASTIBLEN,PLASTIBLEN
PLATIND,PLATIND
PLAZACABLE,PLAZACABLE
PNB,PNB
PNBGILTS,PNBGILTS
PNBHOUSING,PNBHOUSING
PNC,PNC
PNCINFRA,PNCINFRA
PNGJL,PNGJL
POCL,POCL
PODDARMENT,PODDARMENT
POKARNA,POKARNA
POLICYBZR,POLICYBZR
POLYCAB,POLYCAB
POLYMED,POLYMED
POLYPLEX,POLYPLEX
PONNIERODE,PONNIERODE
POONAWALLA,POONAWALLA
POWERGRID,POWERGRID
POWERINDIA,POWERINDIA
POWERMECH,POWERMECH
PPAP,PPAP
PPL,PPL
PPLPHARMA,PPLPHARMA
PRABHA,PRABHA
PRAJIND,PRAJIND
PRAKASH,PRAKASH
PRAXIS,PRAXIS
PRECAM,PRECAM
PRECOT,PRECOT
PRECWIRE,PRECWIRE
PREMEXPLN,PREMEXPLN
PREMIERENE,PREMIERENE
PREMIERPOL,PREMIERPOL
PRESTIGE,PRESTIGE
PRICOLLTD,PRICOLLTD
PRIMESECU,PRIMESECU
PRIMO,PRIMO
PRINCEPIPE,PRINCEPIPE
PRITI,PRITI
PRITIKAUTO,PRITIKAUTO
PRIVISCL,PRIVISCL
PROSTARM,PROSTARM
PROTEAN,PROTEAN
PRSMJOHNSN,PRSMJOHNSN
PRUDENT,PRUDENT
PRUDMOULI,PRUDMOULI
PSB,PSB
PSPPROJECT,PSPPROJECT
PSUBANK,PSUBANK
PSUBANKADD,PSUBANKADD
PSUBNKBEES,PSUBNKBEES
PSUBNKIETF,PSUBNKIETF
PTC,PTC
PTCIL,PTCIL
PTL,PTL
PUNJABCHEM,PUNJABCHEM
PURVA,PURVA
PVP,PVP
PVRINOX,PVRINOX
PVSL,PVSL
PVTBANIETF,PVTBANIETF
PVTBANKADD,PVTBANKADD
PWL,PWL
PYRAMID,PYRAMID
QGOLDHALF,QGOLDHALF
QNIFTY,QNIFTY
QPOWER,QPOWER
QUADFUTURE,QUADFUTURE
QUAL30IETF,QUAL30IETF
QUALITY30,QUALITY30
QUESS,QUESS
QUICKHEAL,QUICKHEAL
RACE,RACE
RACLGEAR,RACLGEAR
RADAAN,RADAAN
RADHIKAJWE,RADHIKAJWE
RADIANTCMS,RADIANTCMS
RADICO,RADICO
RADIOCITY,RADIOCITY
RAILTEL,RAILTEL
RAIN,RAIN
RAINBOW,RAINBOW
RAJMET,RAJMET
RAJOOENG,RAJOOENG
RAJRATAN,RAJRATAN
RAJSREESUG,RAJSREESUG
RAJTV,RAJTV
RALLIS,RALLIS
RAMANEWS,RAMANEWS
RAMAPHO,RAMAPHO
RAMASTEEL,RAMASTEEL
RAMCOCEM,RAMCOCEM
RAMCOIND,RAMCOIND
RAMCOSYS,RAMCOSYS
RAMKY,RAMKY
RAMRAT,RAMRAT
RANASUG,RANASUG
RANEHOLDIN,RANEHOLDIN
RATEGAIN,RATEGAIN
RATNAMANI,RATNAMANI
RATNAVEER,RATNAVEER
RAYMOND,RAYMOND
RAYMONDLSL,RAYMONDLSL
RAYMONDREL,RAYMONDREL
RBA,RBA
RBLBANK,RBLBANK
RBZJEWEL,RBZJEWEL
RCF,RCF
RECLTD,RECLTD
REDINGTON,REDINGTON
REDTAPE,REDTAPE
REFEX,REFEX
REGAAL,REGAAL
REGENCERAM,REGENCERAM
RELAXO,RELAXO
RELCHEMQ,RELCHEMQ
RELIANCE,RELIANCE
RELIGARE,RELIGARE
RELTD,RELTD
REMSONSIND,REMSONSIND
RENUKA,RENUKA
REPCOHOME,REPCOHOME
REPL,REPL
REPRO,REPRO
RESPONIND,RESPONIND
RETAIL,RETAIL
RGL,RGL
RHETAN,RHETAN
RHIM,RHIM
RHL,RHL
RICOAUTO,RICOAUTO
RIIL,RIIL
RISHABH,RISHABH
RITCO,RITCO
RITES,RITES
RKDL,RKDL
RKEC,RKEC
RKFORGE,RKFORGE
RKSWAMY,RKSWAMY
RMDRIP,RMDRIP
RML,RML
RNBDENIMS,RNBDENIMS
ROHLTD,ROHLTD
ROLEXRINGS,ROLEXRINGS
ROML,ROML
ROSSARI,ROSSARI
ROSSELLIND,ROSSELLIND
ROSSTECH,ROSSTECH
ROTO,ROTO
ROUTE,ROUTE
RPEL,RPEL
RPGLIFE,RPGLIFE
RPOWER,RPOWER
RPPINFRA,RPPINFRA
RPPL,RPPL
RPSGVENT,RPSGVENT
RPTECH,RPTECH
RRKABEL,RRKABEL
RSSOFTWARE,RSSOFTWARE
RSWM,RSWM
RSYSTEMS,RSYSTEMS
RTNINDIA,RTNINDIA
RTNPOWER,RTNPOWER
RUBFILA,RUBFILA
RUBICON,RUBICON
RUBYMILLS,RUBYMILLS
RUCHINFRA,RUCHINFRA
RUCHIRA,RUCHIRA
RUDRA,RUDRA
RUPA,RUPA
RUSHIL,RUSHIL
RUSTOMJEE,RUSTOMJEE
RVHL,RVHL
RVNL,RVNL
RVTH,RVTH
S&SPOWER,S&SPOWER
SAATVIKGL,SAATVIKGL
SADBHIN,SADBHIN
SADHNANIQ,SADHNANIQ
SAFARI,SAFARI
SAGARDEEP,SAGARDEEP
SAGCEM,SAGCEM
SAGILITY,SAGILITY
SAHYADRI,SAHYADRI
SAIL,SAIL
SAILIFE,SAILIFE
SAKAR,SAKAR
SAKHTISUG,SAKHTISUG
SAKSOFT,SAKSOFT
SAKUMA,SAKUMA
SALASAR,SALASAR
SALONA,SALONA
SALZERELEC,SALZERELEC
SAMBHV,SAMBHV
SAMHI,SAMHI
SAMMAANCAP,SAMMAANCAP
SAMPANN,SAMPANN
SANATHAN,SANATHAN
SANDESH,SANDESH
SANDHAR,SANDHAR
SANDUMA,SANDUMA
SANGAMIND,SANGAMIND
SANGHIIND,SANGHIIND
SANGHVIMOV,SANGHVIMOV
SANGINITA,SANGINITA
SANOFI,SANOFI
SANOFICONR,SANOFICONR
SANSERA,SANSERA
SANSTAR,SANSTAR
SAPPHIRE,SAPPHIRE
SARDAEN,SARDAEN
SAREGAMA,SAREGAMA
SARLAPOLY,SARLAPOLY
SARVESHWAR,SARVESHWAR
SASKEN,SASKEN
SASTASUNDR,SASTASUNDR
SATIA,SATIA
SATIN,SATIN
SAURASHCEM,SAURASHCEM
SBC,SBC
SBCL,SBCL
SBFC,SBFC
SBGLP,SBGLP
SBIBPB,SBIBPB
SBICARD,SBICARD
SBIETFCON,SBIETFCON
SBIETFIT,SBIETFIT
SBIETFPB,SBIETFPB
SBIETFQLTY,SBIETFQLTY
SBILIFE,SBILIFE
SBILIQETF,SBILIQETF
SBIN,SBIN
SBINEQWETF,SBINEQWETF
SBISILVER,SBISILVER
SCHAEFFLER,SCHAEFFLER
SCHAND,SCHAND
SCHNEIDER,SCHNEIDER
SCI,SCI
SCILAL,SCILAL
SCODATUBES,SCODATUBES
SCPL,SCPL
SDBL,SDBL
SDL26BEES,SDL26BEES
